PANCA ADE PUTRA,0056612964,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,94,A3,B5,C4,D2,E2,F2,G2,H3,I4,J4,K5,24,44,26,16,16,36,E,R,S,E-R-S,44,36,26,Ahli Ilmu Cuaca (Meteorologi),Ahli Pengobatan Tulang Punggung,bambang,1231395
NUR WAHIDA,0064314287,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,94,A3,B3,C2,D3,E2,F3,G3,H3,I4,J4,K3,56,56,54,50,58,34,I,E,C,I-E-C,58,56,56,Ahli Perkebunan,Ahli Ilmu Hewan,bambang,1231396
SAHRUNI MELYASARI,0053107584,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,92,A3,B3,C2,D2,E2,F2,G2,H2,I4,J4,K3,86,90,76,76,64,78,E,C,R,E-C-R,90,86,78,Ahli Ilmu Kelautan (Oseanografi),Ahli Lingkungan,bambang,1231397
YUSRI MAHENDRA,3042247696,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,34,34,34,26,22,24,S,E,C,S-E-C,34,34,34,Ahli Taman Nasional-Suaka Alam/Margasatwa,Ahli Ilmu Sosial (Sosiologi),bambang,1231398
SUANDI,0051351005,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,94,A3,B4,C4,D2,E2,F2,G2,H3,I2,J2,K4,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Aktor-Aktris,Ahli Ilmu Tanah (Agronomi),bambang,1231399
DIDI KARYADI,0057621281,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,100,A3,B4,C4,D2,E3,F2,G2,H3,I2,J2,K4,62,64,62,38,52,34,E,S,C,E-S-C,64,62,62,Ahli Kacamata-Optisian,Akuntan,bambang,1231400
ARYA NABILA,0045862666,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,94,A3,B2,C2,D3,E2,F4,G4,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Akuntan Biaya,Ahli Statistik,bambang,1231401
NUR AMALIA,0045576900,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,91,A3,B3,C2,D2,E2,F3,G3,H2,I3,J3,K3,52,66,66,68,68,40,I,A,S,I-A-S,68,68,66,Akuntan Pajak,Ahli Kimia,bambang,1231402
ANDI ULLY EKAYANI,0059911647,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,100,A3,B3,C3,D2,E2,F4,G4,H2,I2,J2,K3,38,54,62,52,46,8,S,E,A,S-E-A,62,54,52,Analis Anggaran,Ahli Kosmetik,bambang,1231403
ALWAIDIL,0041117460,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,104,A3,B4,C4,D2,E2,F2,G2,H3,I4,J4,K4,32,20,26,18,24,58,R,C,S,R-C-S,58,32,26,Ahli Lingkungan,Akuntan,bambang,1231404
SYAHRUL RAMADHAN,0048170525,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Analis Kredit,Akuntan Biaya,bambang,1231405
SISMAWATI,0061574760,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,100,A3,B3,C3,D3,E2,F2,G2,H2,I4,J4,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Analis Riset,Ahli Pengobatan Tulang Punggung,bambang,1231406
SELFI RAHMADANI,0053407898,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,100,A3,B2,C2,D3,E3,F2,G2,H2,I4,J4,K2,54,56,56,34,54,32,S,E,I,S-E-I,56,56,54,Ahli Perkebunan,Analis Anggaran,bambang,1231407
ANSAR,0058668230,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Statistik,Analis Keuangan,bambang,1231408
ULI,0056091417,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Analis Kredit,Antropolog,bambang,1231409
ASWAR,3057233036,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,72,74,72,68,62,68,E,S,C,E-S-C,74,72,72,Arkeolog,Analis Riset,bambang,1231410
M. SYAHRUL RAMADHAN,0045174596,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,90,A3,B3,C2,D3,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Akuntan,Arsitek,bambang,1231411
SAFARUDDIN,0051351038,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Arsitek Tata Ruang (Lanskap),Akuntan Biaya,bambang,1231412
MUH. ADHAR,0060094097,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,94,A3,B2,C2,D2,E3,F3,G3,H2,I4,J4,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Asisten Administrasi,Akuntan Pajak,bambang,1231413
MUHAMMAD RIFKI,3069722744,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,100,A3,B2,C2,D3,E2,F4,G4,H3,I4,J4,K2,18,36,40,32,26,32,S,E,R,S-E-R,40,36,32,Analis Anggaran,Arkeolog,bambang,1231414
NANIA ARDIANSYAH,0051351071,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,36,50,54,40,48,28,S,E,I,S-E-I,54,50,48,Analis Keuangan,Asisten Dokter Umum,bambang,1231415
NURFADILA,0054549119,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F3,G3,H2,I2,J2,K2,12,14,8,10,12,8,E,I,C,E-I-C,14,12,12,Analis Kredit,Arsitek Tata Ruang (Lanskap),bambang,1231416
ASSYA AWALIAH,0058547367,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,16,10,10,14,20,6,I,C,A,I-C-A,20,16,14,Analis Riset,Asisten Administrasi,bambang,1231417
SARTINI,0051351118,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,92,A3,B2,C2,D2,E2,F3,G3,H2,I4,J4,K2,32,46,44,46,34,32,A,E,S,A-E-S,46,46,44,Atlit Profesional,Asisten Dokter Gigi,bambang,1231418
NUR LINDA RAMADANI,0041335298,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F3,G3,H2,I2,J2,K2,56,56,28,32,32,34,E,C,R,E-C-R,56,56,34,Auditor Internal,Analis Sistem Komputer,bambang,1231419
RISKA,9988308130,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F3,G3,H2,I2,J2,K2,26,44,48,74,42,26,A,S,E,A-S-E,74,48,44,Asisten Medis,Desainer Interior,bambang,1231420
MUHAMMAD YUNUS,0054400966,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Detektif,Asisten Pustakawan,bambang,1231421
MUHAMMAD SADRI,0050890755,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Direktur Kapal Pesiar,Arsitek,bambang,1231422
HAERUN NISA NASRIA,0056438041,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Arsitek Tata Ruang (Lanskap),Direktur Layanan Sosial,bambang,1231423
ABD. KARIM,0052897662,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Asisten Administrasi,Direktur Pemakaman,bambang,1231424
DINI AMELIA PUTRI,0053515018,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Detektif,Direktur Rekreasi,bambang,1231425
ANDI BASO AQSAN,0039927593,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Direktur Kapal Pesiar,Asisten Dokter Umum,bambang,1231426
MUH. ARAS,0057287287,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,100,A3,B3,C2,D2,E3,F3,G3,H3,I4,J4,K3,50,52,60,56,60,72,R,I,S,R-I-S,72,60,60,Asisten Medis,Disainer Baju-Pakaian-Mode,bambang,1231427
HUSNUL HATIMA,0056899443,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,100,A3,B3,C2,D3,E3,F3,G3,H3,I4,J4,K3,80,76,72,84,76,42,A,C,I,A-C-I,84,80,76,Disainer Furnitur/Mebeler,Direktur Pemakaman,bambang,1231428
DADAN HERMANSYA PUTRA,0046133612,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Disainer Grafis,Atlit Profesional,bambang,1231429
IKHSAN,3051225494,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Administratur Lembaga Pendidikan/Sekolah,Auditor Internal,bambang,1231430
RISMAN SANDI,0051155493,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,90,A3,B2,C2,D2,E2,F3,G3,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Administratur Rekam Medis,Desainer Interior,bambang,1231431
SAMHAERANA PATTOLA,0059582342,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Detektif,Disainer Furnitur/Mebeler,bambang,1231432
ASWIN BAHAR,3045726340,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,104,A3,B5,C2,D2,E4,F4,G4,H3,I4,J4,K5,10,6,12,12,10,12,R,A,S,R-A-S,12,12,12,Agen Asuransi,Direktur Kapal Pesiar,bambang,1231433
SARLIA,3028267292,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,92,A3,B3,C2,D2,E2,F4,G4,H2,I4,J4,K3,56,58,52,44,52,50,E,C,I,E-C-I,58,56,52,Direktur Layanan Sosial,Ahli Statistik,bambang,1231434
AULIA RAMADANI,0057355659,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,94,A3,B4,C2,D2,E3,F4,G4,H3,I2,J2,K4,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Agen Real Estat/Perumahan Mewah,Direktur Pemakaman,bambang,1231435
NABILA APRIANI,0050999748,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,18,18,10,10,16,10,E,C,I,E-C-I,18,18,16,Direktur Rekreasi,Agen Tiketing,bambang,1231436
ATIKAH,0051351047,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,92,A3,B2,C2,D3,E2,F3,G3,H2,I2,J2,K2,72,58,62,54,70,40,C,I,S,C-I-S,72,70,62,Direktur Seni Biro Periklanan,Akuntan,bambang,1231437
HASRINA OLIFIYA,0044495609,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Akuntan Biaya,Ahli Diet,bambang,1231438
GUNAWAN,0046008365,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,74,70,80,82,58,54,A,S,C,A-S-C,82,80,74,Disainer Furnitur/Mebeler,Ahli Farmasi (Farmakolog),bambang,1231439
RISKA RAMLI,0051351078,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,52,48,48,36,42,28,C,S,E,C-S-E,52,48,48,Ahli Geografi,Disainer Grafis,bambang,1231440
SYAMSUL RIJAL,0044212123,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Geografi,Analis Keuangan,bambang,1231441
ERGI DENIA,0047321529,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Analis Kredit,Ahli Ilmu Bius (Anaesthesi),bambang,1231442
ILDA DAMAYANTI,0047424794,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Ilmu Cuaca (Meteorologi),Ahli Ilmu Bius (Anaesthesi),bambang,1231443
BRIAN ANANTA BURHAN,3059789380,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Ilmu Hewan,Ahli Ilmu Cuaca (Meteorologi),bambang,1231444
HERMANSA,0051351003,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Ilmu Hewan,Ahli Ilmu Kelautan (Oseanografi),bambang,1231445
MUH. IKBAL,0055410594,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F3,G3,H2,I2,J2,K2,58,48,54,48,40,64,R,C,S,R-C-S,64,58,54,Ahli Ilmu Sosial (Sosiologi),Ahli Ilmu Kelautan (Oseanografi),bambang,1231446
DANDI NURDIANSYAH,3043935056,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,90,A3,B2,C2,D3,E2,F3,G3,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Ilmu Tanah (Agronomi),Arkeolog,bambang,1231447
MUH. ASRUL,3068918805,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,90,A3,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Kacamata-Optisian,Ahli Ilmu Tanah (Agronomi),bambang,1231448
MUH. MAHBUB,0051369581,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B4,C2,D2,E2,F2,G2,H2,I2,J2,K4,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Arsitek Tata Ruang (Lanskap),Ahli Kesehatan Gigi,bambang,1231449
ALDI,511242342,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,109,A3,B4,C2,D3,E2,F5,G5,H3,I4,J4,K4,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Administratur Lembaga Pendidikan/Sekolah,Auditor Internal,bambang,1231312
NURHIDAYAT,511242343,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,94,A3,B3,C3,D2,E2,F2,G2,H2,I3,J3,K3,40,46,70,54,46,54,S,R,A,S-R-A,70,54,54,Administratur Rekam Medis,Desainer Interior,bambang,1231313
SYARMILA,511242344,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,109,A3,B5,C5,D4,E3,F2,G2,H5,I2,J2,K5,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Detektif,Administratur Rumah Sakit,bambang,1231314
HUSNUL AWALIAH,511242345,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,92,A3,B2,C2,D2,E3,F3,G3,H2,I3,J3,K2,50,68,66,66,66,36,E,I,A,E-I-A,68,66,66,Direktur Kapal Pesiar,Disainer Baju-Pakaian-Mode,bambang,1231315
M. ILHAM,511242346,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,94,A3,B2,C3,D2,E2,F3,G3,H2,I2,J2,K2,96,96,96,94,92,72,S,E,C,S-E-C,96,96,96,Disainer Furnitur/Mebeler,Direktur Layanan Sosial,bambang,1231316
MUH. HAIKAL,511242347,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Agen Real Estat/Perumahan Mewah,Direktur Pemakaman,bambang,1231317
ALPIRA BASRI,511242348,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,92,A3,B2,C2,D2,E3,F3,G3,H2,I3,J3,K2,40,48,32,78,26,58,A,R,E,A-R-E,78,58,48,Agen Tiketing,Administratur Rumah Sakit,bambang,1231318
FAJAR RAMADAN SUKARZAH,511242349,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,115,A4,B5,C2,D5,E3,F3,G3,H5,I4,J4,K5,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Biokimia,Direktur Seni Biro Periklanan,bambang,1231319
USRI,511242350,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,94,A3,B3,C2,D2,E2,F3,G3,H2,I4,J4,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Diet,Disainer Baju-Pakaian-Mode,bambang,1231320
FAJRI,511242351,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,91,A3,B2,C2,D2,E2,F2,G2,H2,I4,J4,K2,32,58,34,38,50,50,E,R,I,E-R-I,58,50,50,Ahli Farmasi (Farmakolog),Agen Real Estat/Perumahan Mewah,bambang,1231321
MUH. ALIF SADRAN,511242352,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,76,76,76,74,72,66,S,E,C,S-E-C,76,76,76,Ahli Geografi,Disainer Grafis,bambang,1231322
ASHAR,511242353,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B3,C2,D2,E4,F2,G2,H2,I2,J2,K3,60,70,64,76,64,80,R,A,E,R-A-E,80,76,70,Administratur Lembaga Pendidikan/Sekolah,Ahli Biokimia,bambang,1231323
NURHIKMA,511242354,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,100,A3,B3,C2,D3,E3,F2,G2,H3,I4,J4,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Ilmu Bius (Anaesthesi),Administratur Rekam Medis,bambang,1231324
NURHALIZA,511242355,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,119,A4,B5,C3,D5,E3,F3,G3,H5,I4,J4,K5,26,38,28,4,22,6,E,S,C,E-S-C,38,28,26,Ahli Ilmu Cuaca (Meteorologi),Administratur Rumah Sakit,bambang,1231325
RUSDI FAISBA PANCA NANDA,511242356,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Ilmu Hewan,Ahli Geografi,bambang,1231326
MUNAWARA,511242357,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,94,A3,B2,C2,D3,E2,F2,G2,H2,I2,J2,K2,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Ilmu Kelautan (Oseanografi),Agen Perjalanan,bambang,1231327
VIKRI,511242358,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,88,A2,B4,C2,D2,E2,F2,G2,H3,I2,J2,K4,26,40,28,44,58,42,I,A,R,I-A-R,58,44,42,Ahli Ilmu Sosial (Sosiologi),Agen Real Estat/Perumahan Mewah,bambang,1231328
CITRA AULIA,511242359,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,100,A3,B2,C2,D2,E4,F2,G2,H2,I3,J3,K2,30,30,18,48,18,18,A,E,C,A-E-C,48,30,30,Ahli Ilmu Tanah (Agronomi),Agen Tiketing,bambang,1231329
KARTINA,511242360,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,88,A2,B2,C2,D2,E2,F3,G3,H2,I3,J3,K2,76,72,66,70,82,84,R,I,C,R-I-C,84,82,76,Ahli Kacamata-Optisian,Ahli Biokimia,bambang,1231330
IRWANSYAH,511242361,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,22,44,40,44,16,26,A,E,S,A-E-S,44,44,40,Ahli Kesehatan Gigi,Ahli Diet,bambang,1231331
MUHAMMAD SYAFRI RASIDIN,511242362,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,85,A2,B5,C2,D2,E2,F2,G2,H3,I2,J2,K5,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Farmasi (Farmakolog),Ahli Kimia,bambang,1231332
MUH. AKBAR,511242363,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,85,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,52,56,54,60,56,52,A,I,E,A-I-E,60,56,56,Ahli Kosmetik,Ahli Geografi,bambang,1231333
AHMAD WAHYUDIN,511242364,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,104,A3,B3,C3,D3,E3,F3,G3,H3,I3,J3,K3,52,54,46,50,54,48,I,E,C,I-E-C,54,54,52,Ahli Lingkungan,Ahli Ilmu Biologi,bambang,1231334
MUSTIAR,511242365,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,104,A3,B5,C4,D3,E2,F2,G2,H3,I3,J3,K5,14,14,34,8,28,74,R,S,I,R-S-I,74,34,28,Ahli Patologi Wicara,Ahli Ilmu Bius (Anaesthesi),bambang,1231335
INAYAH,511242366,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,100,A3,B2,C2,D2,E3,F3,G3,H2,I4,J4,K2,60,74,40,12,16,16,E,C,S,E-C-S,74,60,40,Ahli Ilmu Cuaca (Meteorologi),Ahli Pengobatan Tulang Punggung,bambang,1231336
WAHYUNI,511242367,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,88,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,80,60,70,42,44,44,C,S,E,C-S-E,80,70,60,Ahli Ilmu Hewan,Ahli Perkebunan,bambang,1231337
MUSLINA,511242368,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,94,A3,B3,C3,D2,E2,F2,G2,H3,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Statistik,Ahli Ilmu Kelautan (Oseanografi),bambang,1231338
RAHMAT,511242369,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,92,A3,B3,C3,D2,E4,F2,G2,H2,I2,J2,K3,10,21.98,23.96,25.94,17.92,19.9,A,S,E,A-S-E,25.94,23.96,21.98,Ahli Taman Nasional-Suaka Alam/Margasatwa,Ahli Ilmu Sosial (Sosiologi),bambang,1231339
